TGRAC FID,TGRAC Name,TGRAC District,Current LGD Code,Current LGD Name,Census 2011,Temporal Classification,Historical Identity,Match Method,Evidence,Status
0,Addagudur,Yadadri Bhuvanagiri,6310,Adda Guduru,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Official LGD spelling Adda Guduru (LGD 6310),RESOLVED_DETERMINISTIC
1,Adilabad Urban,Adilabad,4306,Adilabad Urban,04306,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4306),RESOLVED_DIRECT
2,Adilabad Rural,Adilabad,6221,Adilabad Rural,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 6221),RESOLVED_DIRECT
3,Aiza,Jogulamba Gadwal,4606,Ieeja,04606,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Official LGD name Ieeja (LGD 4606),RESOLVED_DETERMINISTIC
4,Akkannapet,Siddipet,6285,Akkannapet,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 6285),RESOLVED_DIRECT
5,Alair,Yadadri Bhuvanagiri,4617,Alair,04617,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4617),RESOLVED_DIRECT
6,Alampur,Jogulamba Gadwal,4612,Alampur,04612,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4612),RESOLVED_DIRECT
7,Alladurg,Medak,4470,Alladurg,04470,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 4470),RESOLVED_DIRECT
8,Allapalli,Bhadradri Kothagudem,6267,Allapalli,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 6267),RESOLVED_DIRECT
9,Alwal,Medchal_Malkajgiri,6328,Alwal,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 6328),RESOLVED_DIRECT
10,Asifnagar,Hyderabad,4506,Asif Nagar,04506,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4506),RESOLVED_DIRECT
11,Bhongiri,Yadadri Bhuvanagiri,4628,Bhongir,04628,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Official LGD name Bhongir (LGD 4628),RESOLVED_DETERMINISTIC
12,Sirpur_T,Kumurambheem Asifabad,4315,Sirpur (T),04315,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,"Sirpur (T) town mandal (LGD 4315), distinguished from rural Sirpur U (4326)",RESOLVED_LEGAL_LINEAGE
13,Amangal,Rangareddy,4563,Amangal,04563,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4563),RESOLVED_DIRECT
14,Amarchintha,Wanaparthy,6290,Amarchintha,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 6290),RESOLVED_DIRECT
15,Amberpet,Hyderabad,4502,Amberpet,04502,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4502),RESOLVED_DIRECT
16,Sirpur_U,Kumurambheem Asifabad,4326,Sirpur U,04326,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 4326),RESOLVED_DIRECT
17,Bahadurpura,Hyderabad,4508,Bahadurpura,04508,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4508),RESOLVED_DIRECT
18,Balanagar,Mahabubnagar,4557,Balanagar,04557,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4557),RESOLVED_DIRECT
19,Ananthagiri,Suryapet,6302,Ananthagiri,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 6302),RESOLVED_DIRECT
20,Andole,Sangareddy,4479,Andole,04479,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4479),RESOLVED_DIRECT
21,Aswaraopeta,Bhadradri Kothagudem,4749,Aswaraopeta,04749,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4749),RESOLVED_DIRECT
22,Athmakur (M),Yadadri Bhuvanagiri,4626,Atmakur (M),04626,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Athmakur (M) -> Atmakur (M) in Yadadri Bhuvanagiri,RESOLVED_DETERMINISTIC
23,Atmakur,Warangal_Rural,4694,Athmakur,04694,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Athmakur (LGD 4694) in Hanumakonda post-2021 Warangal bifurcation,RESOLVED_LEGAL_LINEAGE
24,Atmakur_S,Suryapet,4622,Atmakur (S),04622,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Atmakur (S) (LGD 4622) in Suryapet,RESOLVED_DETERMINISTIC
25,Atmakur,Wanaparthy,4592,Atmakur,04592,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 4592),RESOLVED_DIRECT
26,B.Pochampally,Yadadri Bhuvanagiri,4630,B Pochampally,04630,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4630),RESOLVED_DIRECT
27,Balanagar,Medchal_Malkajgiri,4517,Balanagar,04517,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 4517),RESOLVED_DIRECT
28,Balkonda,Nizamabad,4361,Balkonda,04361,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4361),RESOLVED_DIRECT
29,Balmoor,Nagarkurnool,4597,Balmoor,04597,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nagarkurnool (LGD subdist_code 4597),RESOLVED_DIRECT
30,Balapur,Rangareddy,6323,Balapur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 6323),RESOLVED_DIRECT
31,Banswada,Kamareddy,4383,Banswada,04383,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4383),RESOLVED_DIRECT
32,Bantwaram,Vikarabad,4532,Bantwaram,04532,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4532),RESOLVED_DIRECT
33,Basar,Nirmal,6205,Basar,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 6205),RESOLVED_DIRECT
34,Bayyaram,Mahabubabad,4742,Bayyaram,04742,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4742),RESOLVED_DIRECT
35,Basheerabad,Vikarabad,4535,Basheerabad,04535,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4535),RESOLVED_DIRECT
36,Bejjanki,Siddipet,4437,Bejjanki,04437,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4437),RESOLVED_DIRECT
37,Bazarhathnoor,Adilabad,4323,Bazarhatnoor,04323,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Bazarhathnoor -> Bazarhatnoor in Adilabad,RESOLVED_DETERMINISTIC
38,Beerpur,Jagtial,6212,Beerpur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 6212),RESOLVED_DIRECT
39,Bejjur,Kumurambheem Asifabad,4317,Bejjur,04317,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 4317),RESOLVED_DIRECT
40,Bela,Adilabad,4308,Bela,04308,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4308),RESOLVED_DIRECT
41,Bheemgal,Nizamabad,4364,Bheemgal,04364,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4364),RESOLVED_DIRECT
42,Bellampalle,Mancherial,4350,Bellampally,04350,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Bellampalle -> Bellampally in Mancherial,RESOLVED_DETERMINISTIC
43,Chinna Chinta Kunta,Mahabubnagar,4587,Chinnachintakunta,04587,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4587),RESOLVED_DIRECT
44,Bheemaram,Mancherial,6228,Bheemaram,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 6228),RESOLVED_DIRECT
45,Bheempoor,Adilabad,6223,Bheempur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Bheempoor -> Bheempur in Adilabad,RESOLVED_DETERMINISTIC
46,Bijinapalle,Nagarkurnool,4584,Bijinapally,04584,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Bijinapalle -> Bijinapally in Nagarkurnool,RESOLVED_DETERMINISTIC
47,Bodhan,Nizamabad,4370,Bodhan,04370,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4370),RESOLVED_DIRECT
48,Boinpalli,Rajanna Sircilla,4429,Boinpalli,04429,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Rajanna Sircilla (LGD subdist_code 4429),RESOLVED_DIRECT
49,Bommalaramaram,Yadadri Bhuvanagiri,4613,Bommalaramaram,04613,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4613),RESOLVED_DIRECT
50,Bommaraspeta,Vikarabad,4550,Bomaraspeta,04550,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Bomaraspeta (LGD 4550),RESOLVED_DETERMINISTIC
51,Bonakal,Khammam,4765,Bonakal,04765,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4765),RESOLVED_DIRECT
52,Soan,Nirmal,6209,Soan,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 6209),RESOLVED_DIRECT
53,Bhiknoor,Kamareddy,4391,Bhiknoor,04391,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4391),RESOLVED_DIRECT
54,Bibipet,Kamareddy,6242,Bibipet,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 6242),RESOLVED_DIRECT
55,Boath,Adilabad,4324,Boath,04324,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4324),RESOLVED_DIRECT
56,Buggaram,Jagtial,6213,Buggaram,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 6213),RESOLVED_DIRECT
57,Chinnakodur,Siddipet,4460,Chinnakodur,04460,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4460),RESOLVED_DIRECT
58,Burgampadu,Bhadradri Kothagudem,4736,Burgampahad,04736,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Burgampahad (LGD 4736),RESOLVED_DETERMINISTIC
59,Sujathanagar,Bhadradri Kothagudem,6265,Sujathanagar,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 6265),RESOLVED_DIRECT
60,Chandampet,Nalgonda,4652,Chandampeta,04652,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Chandampet -> Chandampeta in Nalgonda,RESOLVED_DETERMINISTIC
61,Chandrugonda,Bhadradri Kothagudem,4747,Chandrugonda,04747,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4747),RESOLVED_DIRECT
62,Charakonda,Nagarkurnool,6293,Charakonda,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nagarkurnool (LGD subdist_code 6293),RESOLVED_DIRECT
63,Charminar,Hyderabad,4510,Charminar,04510,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4510),RESOLVED_DIRECT
64,Chendurthi,Rajanna Sircilla,4419,Chandurthi,04419,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Chandurthi (LGD 4419),RESOLVED_DETERMINISTIC
65,Chityal,Nalgonda,4633,Chityal,04633,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4633),RESOLVED_DIRECT
66,Chivvemla,Suryapet,4639,Chivemla,04639,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Chivemla (LGD 4639),RESOLVED_DETERMINISTIC
67,Choppadandi,Karimnagar,4424,Choppadandi,04424,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 4424),RESOLVED_DIRECT
68,Choutuppal,Yadadri Bhuvanagiri,4631,Choutuppal,04631,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4631),RESOLVED_DIRECT
69,Chennaraopet,Warangal_Rural,4712,Chennaraopet,04712,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4712),RESOLVED_DIRECT
70,Chennur,Mancherial,4356,Chennur,04356,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4356),RESOLVED_DIRECT
71,Cherial,Siddipet,4672,Cherial,04672,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4672),RESOLVED_DIRECT
72,Munipally,Sangareddy,4477,Munipally,04477,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4477),RESOLVED_DIRECT
73,Munugode,Nalgonda,4647,Munugode,04647,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4647),RESOLVED_DIRECT
74,Cherla,Bhadradri Kothagudem,4726,Cherla,04726,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4726),RESOLVED_DIRECT
75,Chigurumamidi,Karimnagar,4442,Chigurumamidi,04442,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 4442),RESOLVED_DIRECT
76,Chilkur,Suryapet,4667,Chilkur,04667,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4667),RESOLVED_DIRECT
77,Mustabad,Rajanna Sircilla,4434,Mustabad,04434,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Rajanna Sircilla (LGD subdist_code 4434),RESOLVED_DIRECT
78,Dahegaon,Kumurambheem Asifabad,4329,Dahegoan,04329,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Dahegoan (LGD 4329),RESOLVED_DETERMINISTIC
79,Devarakonda,Nalgonda,4653,Devarakonda,04653,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4653),RESOLVED_DIRECT
80,Devarkadra,Mahabubnagar,4573,Devarakadra,04573,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Devarakadra (LGD 4573),RESOLVED_DETERMINISTIC
81,Devaruppula,Jangoan,4701,Devaruppula,04701,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 4701),RESOLVED_DIRECT
82,Vemsoor,Khammam,4768,Vemsoor,04768,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4768),RESOLVED_DIRECT
83,Suryapet,Suryapet,4638,Suryapet,04638,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4638),RESOLVED_DIRECT
84,Tadvai (Sammakka Sarakka),Mulugu,4687,Tadvai,04687,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 4687),RESOLVED_DIRECT
85,Tadwai,Kamareddy,4389,Tadwai,04389,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4389),RESOLVED_DIRECT
86,Talamadugu,Adilabad,4309,Talamadugu,04309,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4309),RESOLVED_DIRECT
87,Tamsi,Adilabad,4305,Tamsi,04305,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4305),RESOLVED_DIRECT
88,Tandur,Mancherial,4332,Tandur,04332,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4332),RESOLVED_DIRECT
89,Tandur,Vikarabad,4534,Tandur,04534,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4534),RESOLVED_DIRECT
90,Tekmal,Medak,4469,Tekmal,04469,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 4469),RESOLVED_DIRECT
91,Gollapalli,Jagtial,4412,Gollapalli,04412,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4412),RESOLVED_DIRECT
92,Tekulapalle,Bhadradri Kothagudem,4739,Tekulapalli,04739,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Tekulapalle -> Tekulapalli in Bhadradri Kothagudem,RESOLVED_DETERMINISTIC
93,Dasturabad,Nirmal,6207,Dasturabad,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 6207),RESOLVED_DIRECT
94,Tekumatla,Jayashankar Bhupalpally,6248,Tekumatla,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jayashankar Bhupalapally (LGD subdist_code 6248),RESOLVED_DIRECT
95,Dharoor,Vikarabad,4531,Dharur,04531,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Dharoor -> Dharur in Vikarabad,RESOLVED_DETERMINISTIC
96,Dharpally,Nizamabad,4378,Dharpally,04378,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4378),RESOLVED_DIRECT
97,Dichpally,Nizamabad,4377,Dichpally,04377,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4377),RESOLVED_DIRECT
98,Doma,Vikarabad,4537,Doma,04537,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4537),RESOLVED_DIRECT
99,Yellandu,Bhadradri Kothagudem,4740,Yellandu,04740,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4740),RESOLVED_DIRECT
