tgrac_fid,tgrac_s_no,tgrac_mandal_name,tgrac_district,tgrac_revenue_division,canonical_pilot_id,lgd_code_available,temporal_regime,status
264,221,"Koilkonda","Mahabubnagar","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
265,404,"Konaraopet","Rajanna Sircilla","Nizamabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
266,322,"Kondamallapally","Nalgonda","Devarakonda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
267,477,"Kondapak","Siddipet","Gajwel",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
268,450,"Kondapur","Sangareddy","Chevella",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
269,71,"Metpalli","Jagtial","Metpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
270,584,"Yadagirigutta","Yadadri Bhuvanagiri","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
271,166,"Konijerla","Khammam","Kalluru",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
272,67,"Korutla","Jagtial","Jagtial",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
273,368,"Kotagiri","Nizamabad","Banswada",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
274,325,"Miryalaguda","Nalgonda","Miryalaguda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
275,203,"Kothaguda","Mahabubabad","Mahabubabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
276,33,"Kothagudem","Bhadradri Kothagudem","Kothagudem",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
277,187,"Kouthala","Kumurambheem Asifabad","Kagaznagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
278,351,"Mudhole","Nirmal","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
279,169,"Mudigonda","Khammam","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
280,259,"Kowdipally","Medak","Narsapur",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
281,346,"Kubeer","Nirmal","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
282,282,"Kukatpally","Medchal_Malkajgiri","Malkajgiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
283,260,"Kulcharam","Medak","Narsapur",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
284,347,"Kuntala","Nirmal","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
285,456,"Nyalkal","Sangareddy","Narayankhed",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
286,204,"Kuravi","Mahabubabad","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
287,348,"Laxmanchanda","Nirmal","Nirmal",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
288,34,"Laxmidevipally","Bhadradri Kothagudem","Kothagudem",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
289,83,"Lingalaghanpur","Jangoan","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
290,130,"Lingampet","Kamareddy","Kamareddy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
291,188,"Lingapur","Kumurambheem Asifabad","Asifabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
292,327,"Nakrekal","Nalgonda","Nalgonda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
293,349,"Lokeshwaram","Nirmal","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
294,131,"Machareddy","Kamareddy","Kamareddy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
295,550,"Narsampet","Warangal_Rural","Narsampet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
296,263,"Narsapur","Medak","Narsapur",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
297,352,"Narsapur_G","Nirmal","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
298,226,"Mahabubnagar_Rural","Mahabubnagar","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
299,224,"Maddur","Narayanpet","Narayanpet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
300,168,"Madhira","Khammam","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
301,132,"Madnur","Kamareddy","Banswada",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
302,323,"Madugulapally","Nalgonda","Miryalaguda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
303,225,"Maganoor","Narayanpet","Narayanpet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
304,205,"Mahabubabad","Mahabubabad","Mahabubabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
305,233,"Narva","Narayanpet","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
306,227,"Mahabubnagar_Urban","Mahabubnagar","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
307,375,"Navipet","Nizamabad","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
308,234,"Nawabpet","Mahabubnagar","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
309,522,"Nawabpet","Vikarabad","Chevella",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
310,551,"Nekkonda","Warangal_Rural","Mahabubabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
311,170,"Nelakondapally","Khammam","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
312,208,"Nellikudur","Mahabubabad","Mahabubabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
313,96,"Mahadevpur","Jayashankar Bhupalpally","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
314,433,"Saroornagar","Rangareddy","HYDERABAD",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
315,21,"Aswapuram","Bhadradri Kothagudem","Bhadrachalam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
316,76,"Bachannapet","Jangoan","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
317,276,"Bachupally","Medchal_Malkajgiri","Malkajgiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
318,97,"Malharrao","Jayashankar Bhupalpally","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
319,332,"Nidamanoor","Nalgonda","Miryalaguda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
320,283,"Malkajgiri","Medchal_Malkajgiri","Keesara",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
321,249,"Mancherial","Mancherial","Mancherial",TS-MDL-5321,4664,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
322,354,"Nirmal Rural","Nirmal","Adilabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
323,377,"Nizamabad Rural","Nizamabad","Bodhan",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
324,250,"Mandamarri","Mancherial","Bellampalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
325,135,"Nizamsagar","Kamareddy","Banswada",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
326,98,"Mangapet","Mulugu","Bhadrachalam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
327,391,"Manthani","Peddapalli","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
328,35,"Manuguru","Bhadradri Kothagudem","Bhadrachalam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
329,51,"Maredpally","Hyderabad","Keesara",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
330,440,"Ameenpur","Sangareddy","Malkajgiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
331,445,"Jinnaram","Sangareddy","Malkajgiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
332,229,"Marikal","Narayanpet","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
333,206,"Maripeda","Mahabubabad","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
334,479,"Markook","Siddipet","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
335,520,"Marpalle","Vikarabad","Sangareddy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
336,498,"Mattampalli","Suryapet","Kodad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
337,262,"Medak","Medak","Narsapur",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
338,284,"Medchal","Medchal_Malkajgiri","Keesara",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
339,70,"Medipalle","Jagtial","Jagtial",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
340,536,"Pangal","Wanaparthy","Wanaparthy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
341,554,"Raiparthy","Warangal_Rural","Ganpur_stn",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
342,285,"Medipally","Medchal_Malkajgiri","Ibrahimpatnam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
343,523,"Pargi","Vikarabad","Shadhnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
344,552,"Parkal","Warangal_Rural","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
345,553,"Parvathagiri","Warangal_Rural","Narsampet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
346,457,"Patancheruvu","Sangareddy","Chevella",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
347,537,"Pebbair","Wanaparthy","Gadwal",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
348,499,"Mellachervu","Suryapet","Kodad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
349,300,"Peddakothapalle","Nagarkurnool","Wanaparthy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
350,370,"Mendora","Nizamabad","Nirmal",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
351,230,"Midjil","Mahabubnagar","Kalwakurthy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
352,72,"Pegadapalli","Jagtial","Jagtial",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
353,480,"Mirdoddi","Siddipet","Medak",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
354,452,"Mogudampally","Sangareddy","Zahirabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
355,99,"Mogullapally","Jayashankar Bhupalpally","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
356,430,"Moinabad","Rangareddy","Chevella",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
357,521,"Mominpet","Vikarabad","Sangareddy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
358,231,"Moosapet","Mahabubnagar","Mahabubnagar",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
359,500,"Mothey","Suryapet","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
360,578,"Mothkur","Yadadri Bhuvanagiri","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
361,372,"Mugpal","Nizamabad","Bodhan",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
362,36,"Mulakalapally","Bhadradri Kothagudem","Kalluru",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
363,525,"Pudur","Vikarabad","Chevella",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
364,458,"Pulkal","Sangareddy","Sangareddy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
365,261,"Manoharabad","Medak","Keesara",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
366,100,"Mulug","Mulugu","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
367,481,"Mulug","Siddipet","Keesara",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
368,501,"Munagala","Suryapet","Kodad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
369,52,"Musheerabad","Hyderabad","HYDERABAD",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
370,101,"Mutharam_Mahadevpur","Jayashankar Bhupalpally","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
371,392,"Mutharam_Manthani","Peddapalli","Bhupalpalle",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
372,502,"Nadigudem","Suryapet","Khammam",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
373,454,"Nagalgidda","Sangareddy","Narayankhed",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
374,358,"Tanoor","Nirmal","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
375,503,"Nagaram","Suryapet","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
376,12,"Mavala","Adilabad","Adilabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
377,133,"Nagi_Reddypet","Kamareddy","Yellareddy",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
378,549,"Nallabelli","Warangal_Rural","Mahabubabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
379,53,"Nampally","Hyderabad","HYDERABAD",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
380,329,"Nampally","Nalgonda","Devarakonda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
381,431,"Nandigama","Rangareddy","Chevella",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
382,374,"Nandipet","Nizamabad","Bhainsa",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
383,482,"Nangnoor","Siddipet","Gajwel",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
384,579,"Narayanapoor","Yadadri Bhuvanagiri","Choutuppal",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
385,455,"Narayankhed","Sangareddy","Banswada",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
386,232,"Narayanpet","Narayanpet","Narayanpet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
387,330,"Narketpally","Nalgonda","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
388,154,"Ramadugu","Karimnagar","Jagtial",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
389,396,"Ramagiri","Peddapalli","Mancherial",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
390,210,"Thorrur","Mahabubabad","Suryapet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
391,509,"Thungathurthy","Suryapet","Suryapet",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
392,336,"Tipparthy","Nalgonda","Miryalaguda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
393,84,"Narmetta","Jangoan","Ganpur_stn",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
394,581,"Ramannapet","Yadadri Bhuvanagiri","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
395,13,"Narnoor","Adilabad","Adilabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
396,207,"Narsimhulapet","Mahabubabad","Mahabubabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
397,190,"Rebbena","Kumurambheem Asifabad","Asifabad",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
398,338,"Tripuraram","Nalgonda","Miryalaguda",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
399,582,"Turkapalle_M","Yadadri Bhuvanagiri","Bhongiri",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
400,264,"Narsingi","Medak","Medak",UNMAPPED_PILOT_ABSENT,NOT_PRESENT_IN_SOURCE,2016_POST_REORGANISATION_REGIME,CANDIDATE_FEATURE_VALID
